consent,encountered_fakenews1,fakenews_pctg1,certainty_nofakenews1,respondent_stories_1,respondent_stories_2,respondent_stories_3,respondent_stories_4,respondent_stories_5,respondent_stories_6,respondent_stories_7,respondent_stories_8,respondent_stories_9,respondent_stories_10,detecting_fakenews1,fakenews_trend1,socmed_use,tf_adv,tf_pdf,tf_spy,tf_wiki,tf_cache,tf_phishing,tie_senate,filibuster,presidential_terms,electoral_college,presvote2020,gender4,gender4_other,birthyr,age,age4,race,race_other,hispanic,hispanic_origin_1,hispanic_origin_2,hispanic_origin_3,hispanic_origin_4,race4,educ,educ4,inputstate,region,newsint,sourcenews_new,votereg,turnout16,presvote16post,presvote16post_t,pid3,pid3_other,pid7,ideo5,intuse,conf02,conf05,conf07,conf08,conf10,conf11,conf12,starttime,endtime,weight,caseid,encountered_fakenews1_post,fakenews_pctg1_post,certainty_nofakenews1_post,respondent_stories_1_post,respondent_stories_2_post,respondent_stories_3_post,respondent_stories_4_post,respondent_stories_5_post,respondent_stories_6_post,respondent_stories_7_post,respondent_stories_8_post,respondent_stories_9_post,respondent_stories_10_post,detecting_fakenews1_post,fakenews_trend1_post,socmed_use_post,presvote20post,presvote20post_t,election_behaviors_1,election_behaviors_2,election_behaviors_3,election_behaviors_4,election_behaviors_5,election_behaviors_6,election_behaviors_7,election_behaviors_8,election_behaviors_9,election_behaviors_10,election_behaviors_11,election_behaviors_12,election_behaviors_13,election_behaviors_14,election_behaviors_15,election_behaviors_16,election_behaviors_17,election_behaviors_oth,won_election,covid_positive,covid_month,covid_date,self_isolation,starttime_post,endtime_post,weight_post,presvote20combined,race4_black,race4_hispanic,race4_other,race4_white,gender4_female,gender4_male,gender4_other_2,gender4_prefer_not_to_say,ideo5_conservative,ideo5_liberal,ideo5_moderate,ideo5_not_sure,ideo5_very_conservative,ideo5_very_liberal,age4_30_44,age4_45_64,age4_65,age4_under_30,educ_factor,education,college,trump_support,female,non_white,knowledge,political_interest,untrustworthy_n,total_n,untrustworthy_flag,percentage_of_total,untrustworthy_ng_n,untrustworthy_ng_flag,percentage_of_total_ng,grinberg_n,grinberg_flag,grinberg_percentage_of_total,untrustworthy_conservative_n,untrustworthy_liberal_n,untrustworthy_conservative_flag,untrustworthy_liberal_flag,hard_news_n,hard_news_flag,hard_news_bin,hard_news_conservative_n,hard_news_liberal_n,hard_news_conservative_flag,hard_news_liberal_flag,fact_check_n,fact_check_flag,mean_ideology,ideology_bin,hard_news_bin_all,total_n_bin_all,untrustworthy_conservative_percentage_info_diet,untrustworthy_liberal_percentage_info_diet,untrustworthy_all_percentage_info_diet,biden_support,age_18_29,age_30_44,age_45_64,age_65_plus,democrat,republican,ai_untrustworthy_flag,ai_untrustworthy_n,untrustworthy_flag_pre,untrustworthy_flag_post,untrustworthy_n_pre,untrustworthy_n_post
I consent,Not very much,9,NA,selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is somewhat more fake news today,More than 3 hours per day,3  Some,4  Good,4  Good,4  Good,4  Good,4  Good,The vice president,67,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Joe Biden,Male,__NA__,1960,60,45-64,White,__NA__,No,NA,NA,NA,NA,White,Some college,Some college,California,West,Most of the time,A news website not associated with a newspaper,Yes,Yes,Hillary Clinton,__NA__,Independent,__NA__,Independent,Moderate,Several times a day,Some,Quite a lot,Very little,Some,Quite a lot,Quite a lot,Quite a lot,2020-09-22T01:54:59Z,2020-09-22T02:03:09Z,0.282634479977616,1225343521,A fair amount,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is somewhat more fake news today,More than 3 hours per day,Joe Biden,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,__NA__,Joe Biden,No,NA,NA,Most of the time.  I only leave my home to buy food and other essentials.,2020-12-04T05:27:20Z,2020-12-04T05:33:01Z,0.2862,Joe Biden,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,2,0,0,0,0,3,4,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,1,1,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0
I consent,Not very much,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is much more fake news today,Less than 10 minutes per day,4  Good,4  Good,4  Good,4  Good,4  Good,4  Good,The Senate majority leader,51,Article II of the U.S. Constitution,Is an assembly that formally elects the president,Joe Biden,Female,__NA__,1967,53,45-64,White,__NA__,No,NA,NA,NA,NA,White,Some college,Some college,Oregon,West,Most of the time,Social network websites,Yes,Yes,Hillary Clinton,__NA__,Independent,__NA__,Lean Democrat,Moderate,Several times a day,Some,Some,None at all,Very little,Some,Some,Some,2020-09-22T02:01:11Z,2020-09-22T02:05:43Z,0.233968220701252,1225347417,Not very much,9,NA,selected,selected,NA,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is much more fake news today,Less than 10 minutes per day,Joe Biden,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,__NA__,Joe Biden,No,NA,NA,All of the time. I am staying at home nearly all the time.,2020-12-04T23:26:11Z,2020-12-04T23:31:50Z,0.4505,Joe Biden,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,0,0,1,0,1,4,1,4515,1,2.2148394241417496e-4,1,1,2.2148394241417496e-4,0,0,0,0,0,0,0,555,1,3,0,11,0,1,3,1,-0.3572579831932773,2,3,2,0,0,0.0018018018018018,1,0,0,1,0,1,0,0,0,1,0,1,0
I consent,Not very much,34,NA,selected,selected,selected,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is somewhat more fake news today,2–3 hours per day,1  None,1  None,1  None,1  None,1  None,1  None,The vice president,60,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Donald Trump,Male,__NA__,1954,66,65+,White,__NA__,No,NA,NA,NA,NA,White,2-year,Some college,Iowa,Midwest,Only now and then,Social network websites,Yes,Yes,Donald Trump,__NA__,Republican,__NA__,Not very strong Republican,Moderate,Less often,A great deal,Some,Quite a lot,Some,None at all,None at all,None at all,2020-09-22T01:54:41Z,2020-09-22T02:09:22Z,4.30580490973825,1225274501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Donald Trump,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,2,0,1,0,0,4,2,0,9795,0,0,0,0,0,0,0,0,0,0,0,0,783,1,3,57,0,1,0,0,0,-0.00847911931818182,8,3,3,0,0,0,0,0,0,0,1,0,1,0,0,1,1,20,4
I consent,Not very much,31,NA,selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is much more fake news today,1–2 hours per day,4  Good,4  Good,4  Good,4  Good,4  Good,4  Good,The vice president,67,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Joe Biden,Female,__NA__,1957,63,45-64,White,__NA__,No,NA,NA,NA,NA,White,4-year,College grad,Colorado,West,Only now and then,A news website not associated with a newspaper,Yes,Yes,Hillary Clinton,__NA__,Independent,__NA__,Lean Democrat,Liberal,Several times a day,Quite a lot,A great deal,Very little,Very little,Some,Quite a lot,Quite a lot,2020-09-22T01:59:25Z,2020-09-22T02:09:36Z,1.7921049842065,1225232785,I have not encountered any fake news,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is much more fake news today,1–2 hours per day,Joe Biden,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,__NA__,Joe Biden,No,NA,NA,Most of the time.  I only leave my home to buy food and other essentials.,2020-12-04T18:52:25Z,2020-12-04T18:55:50Z,0.4672,Joe Biden,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3,3,1,0,1,0,3,2,0,18250,0,0,0,0,0,0,0,0,0,0,0,0,768,1,3,0,6,0,1,1,1,-0.15558857142857144,5,3,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
I consent,Nearly all news I see is fake,85,NA,selected,selected,selected,NA,NA,NA,NA,NA,NA,NA,Always able,There is much more fake news today,Less than 10 minutes per day,4  Good,3  Some,4  Good,4  Good,1  None,5  Full,The vice president,51,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Donald Trump,Male,__NA__,1946,74,65+,White,__NA__,No,NA,NA,NA,NA,White,Some college,Some college,Alaska,West,Most of the time,A news website not associated with a newspaper,Yes,Yes,Donald Trump,__NA__,Republican,__NA__,Strong Republican,Very conservative,Several times a day,Quite a lot,Some,A great deal,Very little,None at all,None at all,Very little,2020-09-22T01:58:43Z,2020-09-22T02:10:51Z,0.47788250277724,1225347149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Donald Trump,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,2,0,1,0,0,3,4,0,562,0,0,0,0,0,0,0,0,0,0,0,0,58,1,2,18,0,1,0,0,0,0.20086785714285713,9,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
I consent,A fair amount,5,NA,selected,selected,selected,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is much more fake news today,Less than 10 minutes per day,5  Full,5  Full,3  Some,4  Good,5  Full,5  Full,The vice president,67,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Joe Biden,Female,__NA__,1972,48,45-64,White,__NA__,No,NA,NA,NA,NA,White,4-year,College grad,Arkansas,South,Most of the time,Television,Yes,Yes,Hillary Clinton,__NA__,Democrat,__NA__,Strong Democrat,Very liberal,Several times a day,Some,Some,None at all,Some,Quite a lot,Some,Quite a lot,2020-09-22T01:53:32Z,2020-09-22T02:11:29Z,0.254154838088786,1225339971,A fair amount,25,NA,selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is much more fake news today,10–30 minutes per day,Joe Biden,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,not selected,selected,not selected,not selected,selected,not selected,not selected,__NA__,Joe Biden,Yes,June,2020-06-02,"Some of the time. I have reduced the amount of times I am in public spaces, social gatherings, or at work.",2020-12-02T22:08:29Z,2020-12-02T22:17:31Z,0.3805,Joe Biden,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3,3,1,0,1,0,3,4,2,375,1,0.00533333333333333,0,0,0,2,1,0.00533333333333333,0,2,0,1,9,1,1,0,2,0,1,0,0,-0.65374,1,1,1,0,0.2222222222222222,0.2222222222222222,1,0,0,1,0,1,0,0,0,1,0,2,0
I consent,A fair amount,25,NA,selected,selected,selected,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is much more fake news today,31–60 minutes per day,4  Good,4  Good,4  Good,4  Good,4  Good,4  Good,The vice president,51,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Joe Biden,Female,__NA__,1948,72,65+,White,__NA__,No,NA,NA,NA,NA,White,2-year,Some college,New Jersey,Northeast,Most of the time,A news website not associated with a newspaper,Yes,Yes,Hillary Clinton,__NA__,Democrat,__NA__,Strong Democrat,Liberal,Several times a day,Some,Some,None at all,Very little,Some,Some,Some,2020-09-22T01:50:56Z,2020-09-22T02:14:41Z,0.399284342337925,1225232771,A fair amount,35,NA,selected,selected,selected,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is much more fake news today,31–60 minutes per day,Joe Biden,__NA__,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,__NA__,Joe Biden,No,NA,NA,Most of the time.  I only leave my home to buy food and other essentials.,2020-12-02T00:48:20Z,2020-12-02T01:23:31Z,0.6163,Joe Biden,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,2,0,0,1,0,3,4,1,6663,1,1.5008254539996998e-4,1,1,1.5008254539996998e-4,0,0,0,0,0,0,0,590,1,3,2,14,1,1,15,1,-0.08194500941619585,7,3,3,0,0,0.00169491525423728,1,0,0,0,1,1,0,0,0,1,1,2,1
I consent,Not very much,10,NA,selected,selected,selected,NA,NA,NA,NA,NA,NA,NA,Sometimes able,There is somewhat more fake news today,Less than 10 minutes per day,1  None,1  None,1  None,1  None,1  None,3  Some,The vice president,60,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Joe Biden,Female,__NA__,1935,85,65+,White,__NA__,No,NA,NA,NA,NA,White,Some college,Some college,Ohio,Midwest,Some of the time,Television,Yes,Yes,Gary Johnson,__NA__,Independent,__NA__,Lean Democrat,Moderate,Several times a day,Some,Quite a lot,None at all,Very little,Some,Very little,Quite a lot,2020-09-22T02:01:11Z,2020-09-22T02:15:58Z,0.327138063620628,1225280253,I have not encountered any fake news,3,NA,selected,selected,selected,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is somewhat more fake news today,Less than 10 minutes per day,Joe Biden,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,watched and listened to both parties TV questions and answers,Joe Biden,No,NA,NA,Most of the time.  I only leave my home to buy food and other essentials.,2020-12-04T03:27:19Z,2020-12-04T03:51:12Z,0.1756,Joe Biden,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2,0,0,1,0,4,3,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,1,1,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,0,0,0
I consent,Not very much,15,NA,selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes able,There is somewhat more fake news today,1–2 hours per day,2  Little,1  None,3  Some,4  Good,2  Little,4  Good,The vice president,51,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Joe Biden,Male,__NA__,1971,49,45-64,White,__NA__,No,NA,NA,NA,NA,White,Some college,Some college,Hawaii,West,Some of the time,Television,Yes,Yes,Hillary Clinton,__NA__,Democrat,__NA__,Not very strong Democrat,Moderate,About once a day,Quite a lot,Quite a lot,Very little,Some,Quite a lot,Some,Some,2020-09-22T02:00:21Z,2020-09-22T02:16:02Z,0.956515340847612,1224067281,Not very much,6,NA,selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes able,There is about the same amount of fake news today,31–60 minutes per day,Joe Biden,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,Nothing,Joe Biden,No,NA,NA,"Some of the time. I have reduced the amount of times I am in public spaces, social gatherings, or at work.",2020-12-06T23:15:27Z,2020-12-06T23:26:23Z,0.3451,Joe Biden,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,2,0,0,0,0,3,3,127,25093,1,0.00506117243852867,127,1,0.00506117243852867,0,0,0,0,0,0,0,10145,1,3,0,4,0,1,0,0,0.06303739251684871,9,3,3,0,0,0.01251848201084277,1,0,0,1,0,1,0,0,0,1,1,104,23
I consent,A fair amount,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is much more fake news today,10–30 minutes per day,5  Full,5  Full,4  Good,5  Full,3  Some,5  Full,The vice president,51,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Another candidate,Male,__NA__,1986,34,30-44,White,__NA__,No,NA,NA,NA,NA,White,4-year,College grad,Idaho,West,Some of the time,Radio,Yes,Yes,Evan McMullin,__NA__,Independent,__NA__,Lean Republican,Moderate,Several times a day,Some,Quite a lot,None at all,Very little,Very little,Very little,Some,2020-09-22T02:13:49Z,2020-09-22T02:17:55Z,3.21940394621818,1225360629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Another candidate,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,3,3,1,0,0,0,3,3,0,1336,0,0,0,0,0,0,0,0,0,0,0,0,133,1,2,0,0,0,0,0,0,-0.2306388888888889,3,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
I consent,Not very much,26,NA,selected,selected,selected,NA,NA,NA,NA,NA,NA,NA,Sometimes able,There is somewhat more fake news today,Less than 10 minutes per day,3  Some,4  Good,4  Good,1  None,3  Some,3  Some,The vice president,60,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Joe Biden,Male,__NA__,1955,65,45-64,White,__NA__,No,NA,NA,NA,NA,White,4-year,College grad,Pennsylvania,Northeast,Most of the time,A newspaper's website,Yes,Yes,Hillary Clinton,__NA__,Democrat,__NA__,Not very strong Democrat,Moderate,Several times a day,Some,Quite a lot,Some,Some,Some,Very little,Some,2020-09-22T01:55:04Z,2020-09-22T02:18:18Z,0.395656847756899,1225281285,Not very much,15,NA,selected,selected,NA,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is much more fake news today,Less than 10 minutes per day,Joe Biden,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,__NA__,Joe Biden,Yes,November,NA,"Some of the time. I have reduced the amount of times I am in public spaces, social gatherings, or at work.",2020-12-03T15:33:39Z,2020-12-03T15:55:30Z,0.7453,Joe Biden,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3,3,1,0,0,0,4,4,0,6049,0,0,0,0,0,0,0,0,0,0,0,0,181,1,2,0,0,0,0,0,0,-0.02215481927710843,8,2,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
I consent,Not very much,10,NA,selected,selected,selected,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is much more fake news today,Less than 10 minutes per day,4  Good,5  Full,3  Some,1  None,3  Some,3  Some,The vice president,60,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Joe Biden,Female,__NA__,1951,69,65+,White,__NA__,No,NA,NA,NA,NA,White,Post-grad,Postgrad,California,West,Most of the time,A news website not associated with a newspaper,Yes,Yes,Jill Stein,__NA__,Independent,__NA__,Lean Democrat,Liberal,Several times a day,Some,Some,None at all,Very little,Some,Some,Some,2020-09-22T02:00:20Z,2020-09-22T02:19:16Z,0.35613024982297,1225347327,A fair amount,36,NA,selected,selected,selected,selected,selected,NA,NA,NA,NA,NA,Most of the time able,NA,Less than 10 minutes per day,Joe Biden,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,__NA__,Joe Biden,Yes,April,NA,Most of the time.  I only leave my home to buy food and other essentials.,2020-12-04T21:26:49Z,2020-12-04T21:46:01Z,1.0037,Joe Biden,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4,4,1,0,1,0,4,4,15,16772,1,8.943477223944669e-4,1,1,5.9623181492964464e-5,14,1,8.347245409015025e-4,3,12,1,1,930,1,3,48,37,1,1,0,0,-0.09963305670816044,6,3,3,0.0032258064516129,0.01290322580645161,0.01612903225806451,1,0,0,0,1,1,0,0,0,1,1,12,1
I consent,A great deal,86,NA,selected,selected,selected,selected,selected,NA,NA,NA,NA,NA,Most of the time able,There is somewhat more fake news today,Less than 10 minutes per day,4  Good,4  Good,4  Good,4  Good,3  Some,4  Good,The vice president,60,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Donald Trump,Male,__NA__,1954,66,65+,White,__NA__,No,NA,NA,NA,NA,White,2-year,Some college,Missouri,Midwest,Most of the time,Podcasts,Yes,Yes,Donald Trump,__NA__,Republican,__NA__,Strong Republican,Very conservative,Several times a day,Quite a lot,Some,Quite a lot,Very little,None at all,Some,None at all,2020-09-22T01:29:54Z,2020-09-22T02:20:11Z,0.617671031292985,1225081653,A great deal,94,NA,selected,selected,selected,selected,selected,NA,NA,NA,NA,NA,Most of the time able,There is much more fake news today,Less than 10 minutes per day,Donald Trump,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,__NA__,Donald Trump,No,NA,NA,None of the time. I am doing everything I normally do.,2020-12-04T02:33:06Z,2020-12-04T03:02:40Z,0.7347,Donald Trump,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,2,0,1,0,0,4,4,1,3739,1,2.674511901577962e-4,1,1,2.674511901577962e-4,0,0,0,1,0,1,0,86,1,2,51,0,1,0,1,1,0.285328813559322,10,2,2,0.01162790697674418,0,0.01162790697674418,0,0,0,0,1,0,1,0,0,0,1,0,2
I consent,I have not encountered any fake news,1,NA,selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes able,There is about the same amount of fake news today,31–60 minutes per day,5  Full,5  Full,5  Full,5  Full,5  Full,5  Full,The vice president,67,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Joe Biden,Male,__NA__,1964,56,45-64,Two or more races,__NA__,No,NA,NA,NA,NA,Other,2-year,Some college,New Jersey,Northeast,Some of the time,Don't know,Yes,Yes,Hillary Clinton,__NA__,Independent,__NA__,Lean Democrat,Liberal,Several times a day,Some,Some,None at all,Very little,Quite a lot,Quite a lot,Quite a lot,2020-09-21T23:35:33Z,2020-09-25T19:56:18Z,1.21864166846628,1223393311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Joe Biden,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,2,0,0,0,1,3,3,0,4445,0,0,0,0,0,0,0,0,0,0,0,0,113,1,2,0,0,0,0,1,1,-0.2070978260869565,4,2,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
I consent,Not very much,10,NA,selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is somewhat more fake news today,Less than 10 minutes per day,3  Some,5  Full,3  Some,4  Good,3  Some,4  Good,The vice president,60,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Donald Trump,Male,__NA__,1965,55,45-64,White,__NA__,No,NA,NA,NA,NA,White,4-year,College grad,Maryland,South,Most of the time,A news website not associated with a newspaper,Yes,Yes,Hillary Clinton,__NA__,Democrat,__NA__,Not very strong Democrat,Moderate,Several times a day,A great deal,A great deal,Quite a lot,Quite a lot,Some,Some,Quite a lot,2020-09-22T02:09:40Z,2020-09-22T02:22:39Z,0.307019988790448,1225357851,Not very much,10,NA,selected,selected,selected,selected,NA,NA,NA,NA,NA,NA,Most of the time able,There is somewhat more fake news today,Less than 10 minutes per day,Donald Trump,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,__NA__,Joe Biden,Yes,November,2020-11-16,Most of the time.  I only leave my home to buy food and other essentials.,2020-12-04T02:39:43Z,2020-12-04T03:19:43Z,1.2256,Donald Trump,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3,3,1,1,0,0,4,4,9,14425,1,6.239168110918545e-4,7,1,4.852686308492201e-4,8,1,5.545927209705373e-4,8,0,1,0,1252,1,3,153,50,1,1,0,0,0.04207598566308243,9,3,3,0.00638977635782747,0,0.00718849840255591,0,0,0,1,0,1,0,0,0,1,1,6,2
I consent,Not very much,15,NA,selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is about the same amount of fake news today,10–30 minutes per day,4  Good,5  Full,4  Good,3  Some,4  Good,5  Full,The Senate majority leader,67,Article II of the U.S. Constitution,Is an assembly that formally elects the president,Joe Biden,Male,__NA__,1993,27,Under 30,Asian,__NA__,Yes,NA,NA,NA,selected,Other,4-year,College grad,New York,Northeast,Some of the time,Television,Yes,Yes,Hillary Clinton,__NA__,Democrat,__NA__,Not very strong Democrat,Liberal,Several times a day,Some,Quite a lot,None at all,Some,Quite a lot,Some,Quite a lot,2020-09-22T02:19:49Z,2020-09-22T02:24:28Z,2.78494621015456,1225364325,Not very much,16,NA,selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is about the same amount of fake news today,31–60 minutes per day,Joe Biden,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,__NA__,Joe Biden,Yes,April,2020-04-06,Most of the time.  I only leave my home to buy food and other essentials.,2020-12-03T13:01:44Z,2020-12-03T13:07:42Z,1.3902,Joe Biden,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3,3,1,0,0,1,1,3,0,248,0,0,0,0,0,0,0,0,0,0,0,0,117,1,2,0,0,0,0,0,0,NA,NA,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
I consent,A great deal,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Always able,There is much more fake news today,2–3 hours per day,3  Some,5  Full,4  Good,4  Good,4  Good,5  Full,The vice president,51,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Joe Biden,Male,__NA__,1977,43,30-44,White,__NA__,No,NA,NA,NA,NA,White,4-year,College grad,Mississippi,South,Some of the time,Television,Yes,Yes,Other,__NA__,Independent,__NA__,Independent,Moderate,Several times a day,Quite a lot,Quite a lot,None at all,None at all,Some,None at all,Quite a lot,2020-09-22T02:19:46Z,2020-09-22T02:26:11Z,2.47627823146105,1224463289,A great deal,50,NA,selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,Always able,There is somewhat more fake news today,1–2 hours per day,Joe Biden,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,Nothing,Joe Biden,Yes,November,2020-11-25,Most of the time.  I only leave my home to buy food and other essentials.,2020-12-04T13:32:29Z,2020-12-04T13:41:44Z,0.8612,Joe Biden,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,3,3,1,0,0,0,3,3,2,6313,1,3.168065895770632e-4,2,1,3.168065895770632e-4,1,1,1.584032947885316e-4,1,0,1,0,998,1,3,0,0,0,0,0,0,-0.25510909090909095,3,3,2,0.00100200400801603,0,0.00200400801603206,1,0,1,0,0,0,0,0,0,1,0,2,0
